Os01g0100100	LOC_Os01g01010.1,LOC_Os01g01010.2
None	LOC_Os04g07808.1
None	LOC_Os04g07810.1
None	LOC_Os04g07840.1
None	LOC_Os04g07850.1
None	LOC_Os04g07860.1
None	LOC_Os04g07870.1
None	LOC_Os04g07880.1
None	LOC_Os04g07900.1
None	LOC_Os04g07910.1
None	LOC_Os04g07944.1
None	LOC_Os04g07960.1
None	LOC_Os04g07970.1
None	LOC_Os04g07980.1
None	LOC_Os04g07990.1
None	LOC_Os04g08120.1
None	LOC_Os04g08130.1
None	LOC_Os04g08150.1
None	LOC_Os04g08160.1
None	LOC_Os04g08210.1
None	LOC_Os04g08230.1
None	LOC_Os04g08260.1
None	LOC_Os04g08300.1
None	LOC_Os04g08360.1
None	LOC_Os04g08430.1
None	LOC_Os04g08440.1
None	LOC_Os04g08460.1
None	LOC_Os04g08470.1
None	LOC_Os04g08480.1
None	LOC_Os04g08520.1
None	LOC_Os04g08530.1
None	LOC_Os04g08540.1
None	LOC_Os04g08580.1
None	LOC_Os04g08590.1
None	LOC_Os04g08610.1
None	LOC_Os04g08620.1
None	LOC_Os04g08650.1
None	LOC_Os04g08660.1
None	LOC_Os04g08670.1
None	LOC_Os04g08680.1
None	LOC_Os04g08690.1
None	LOC_Os04g08700.1
None	LOC_Os04g08710.1
None	LOC_Os04g08720.1
None	LOC_Os04g08760.1
None	LOC_Os04g08768.1
None	LOC_Os04g08772.1
None	LOC_Os04g08776.1
None	LOC_Os04g08780.1
None	LOC_Os04g08784.1
None	LOC_Os04g08788.1
None	LOC_Os04g08796.1
None	LOC_Os04g08804.1
None	LOC_Os04g08812.1
None	LOC_Os04g08815.1
None	LOC_Os04g08832.1
None	LOC_Os04g08836.1
None	LOC_Os04g08840.1
None	LOC_Os04g09270.1
None	LOC_Os04g09310.1
None	LOC_Os04g09320.1
None	LOC_Os04g09330.1
None	LOC_Os04g09340.1
None	LOC_Os04g09360.1
None	LOC_Os04g09370.1
None	LOC_Os04g09380.1
None	LOC_Os04g09410.1
None	LOC_Os04g09420.1
None	LOC_Os04g09460.1
None	LOC_Os04g09470.1
None	LOC_Os04g09480.1
None	LOC_Os04g09490.1
None	LOC_Os04g09500.1
None	LOC_Os04g09510.1
None	LOC_Os04g09550.1
None	LOC_Os04g09560.1
None	LOC_Os04g09690.1
None	LOC_Os04g09700.1
None	LOC_Os04g09710.1
None	LOC_Os04g09730.1
None	LOC_Os04g09740.1
None	LOC_Os04g09750.1
None	LOC_Os04g09790.1
None	LOC_Os04g09820.1
None	LOC_Os04g09830.1
None	LOC_Os04g09840.1
None	LOC_Os04g09860.1
None	LOC_Os04g09880.1
None	LOC_Os04g09910.1
None	LOC_Os04g09930.1
None	LOC_Os04g09940.1
None	LOC_Os04g09950.1
None	LOC_Os04g09960.1
None	LOC_Os04g09980.1
None	LOC_Os04g09990.1
None	LOC_Os04g10020.1
None	LOC_Os04g10030.1
None	LOC_Os04g10040.1
None	LOC_Os04g10050.1
None	LOC_Os04g10070.1
None	LOC_Os04g10080.1
None	LOC_Os04g10090.1
None	LOC_Os04g10100.1
None	LOC_Os04g10110.1
None	LOC_Os04g10120.1
None	LOC_Os04g10130.1
None	LOC_Os04g10140.1
None	LOC_Os04g10180.1
None	LOC_Os04g10190.1
None	LOC_Os04g10200.1
None	LOC_Os04g10210.1
None	LOC_Os04g10219.1
None	LOC_Os04g10230.1
None	LOC_Os04g10250.1
None	LOC_Os04g10270.1
None	LOC_Os04g10280.1
None	LOC_Os04g10290.1
None	LOC_Os04g10300.1
None	LOC_Os04g10330.1
None	LOC_Os04g10340.1
None	LOC_Os04g10370.1
None	LOC_Os04g10390.1
None	LOC_Os04g10470.1
None	LOC_Os04g10480.1
None	LOC_Os04g10490.1
None	LOC_Os04g10550.1
None	LOC_Os04g10590.1
None	LOC_Os04g10600.1
None	LOC_Os04g10610.1
None	LOC_Os04g10620.1
None	LOC_Os04g10630.1
None	LOC_Os04g10660.1
None	LOC_Os04g10700.1
None	LOC_Os04g10720.1
None	LOC_Os04g10724.1
None	LOC_Os04g10730.1
None	LOC_Os04g10740.1
None	LOC_Os04g10760.1
None	LOC_Os04g10770.1
None	LOC_Os04g10780.1
None	LOC_Os04g10790.1
None	LOC_Os04g10820.1
None	LOC_Os04g10840.1
None	LOC_Os04g10850.1
None	LOC_Os04g10860.1
None	LOC_Os04g10870.1
None	LOC_Os04g10880.1
None	LOC_Os04g10900.1
None	LOC_Os04g10910.1
None	LOC_Os04g10924.1
None	LOC_Os04g10950.1
None	LOC_Os04g10960.1
None	LOC_Os04g10970.1
None	LOC_Os04g10980.1
None	LOC_Os04g10990.1
None	LOC_Os04g11004.1
None	LOC_Os04g11030.1
None	LOC_Os04g11050.1
None	LOC_Os04g11060.1
None	LOC_Os04g11070.1
None	LOC_Os04g11080.1
None	LOC_Os04g11090.1
None	LOC_Os04g11110.1
None	LOC_Os04g11140.1
None	LOC_Os04g11150.1
None	LOC_Os04g11160.1
None	LOC_Os04g11170.1
None	LOC_Os04g11180.1
None	LOC_Os04g11195.1
None	LOC_Os04g11200.1
None	LOC_Os04g11210.1
None	LOC_Os04g11220.1
None	LOC_Os04g11230.1
None	LOC_Os04g11240.1
None	LOC_Os04g11250.1
None	LOC_Os04g11260.1
None	LOC_Os04g11270.1
None	LOC_Os04g11280.1
None	LOC_Os04g11290.1
None	LOC_Os04g11300.1
None	LOC_Os04g11310.1
None	LOC_Os04g11320.1
None	LOC_Os04g11330.1
None	LOC_Os04g11340.1
None	LOC_Os04g11370.1
None	LOC_Os04g11410.1
None	LOC_Os04g11420.1
None	LOC_Os04g11430.1
None	LOC_Os04g11470.1
None	LOC_Os04g11480.1
None	LOC_Os04g11490.1
None	LOC_Os04g11500.1
None	LOC_Os04g11510.1
None	LOC_Os04g11520.1
None	LOC_Os04g11540.1
None	LOC_Os04g11550.1
None	LOC_Os04g11560.1
None	LOC_Os04g11570.1
None	LOC_Os04g11580.1
None	LOC_Os04g11590.1
None	LOC_Os04g11600.1
None	LOC_Os04g11610.1
None	LOC_Os04g11620.1
None	LOC_Os04g11630.1
None	LOC_Os04g11670.1
None	LOC_Os04g11680.1
None	LOC_Os04g11690.1
None	LOC_Os04g11700.1
None	LOC_Os04g11710.1
None	LOC_Os04g11720.1
None	LOC_Os04g11750.1
None	LOC_Os04g11770.1
None	LOC_Os04g11840.1
None	LOC_Os04g11900.1
None	LOC_Os04g11930.1
None	LOC_Os04g11940.1
None	LOC_Os04g11956.1
None	LOC_Os04g11962.1
None	LOC_Os04g11990.1
None	LOC_Os04g12000.1
None	LOC_Os04g12020.1
None	LOC_Os04g12030.1
None	LOC_Os04g12040.1
None	LOC_Os04g12050.1
None	LOC_Os04g12070.1
None	LOC_Os04g12090.1
None	LOC_Os04g12100.1
None	LOC_Os04g12120.1
None	LOC_Os04g12130.1
None	LOC_Os04g12150.1
None	LOC_Os04g12160.1
None	LOC_Os04g12170.1
None	LOC_Os04g12180.1
None	LOC_Os04g12190.1
None	LOC_Os04g12200.1
None	LOC_Os04g12230.1
None	LOC_Os04g12240.1
None	LOC_Os04g12250.1
None	LOC_Os04g12260.1
None	LOC_Os04g12270.1
None	LOC_Os04g12280.1
None	LOC_Os04g12290.1
None	LOC_Os04g12300.1
None	LOC_Os04g12310.1
None	LOC_Os04g12320.1
None	LOC_Os04g12330.1
None	LOC_Os04g12340.1
None	LOC_Os04g12350.1
None	LOC_Os04g12360.1
None	LOC_Os04g12370.1
None	LOC_Os04g12380.1
None	LOC_Os04g12400.1
None	LOC_Os04g12410.1
None	LOC_Os04g12420.1
None	LOC_Os04g12440.1
None	LOC_Os04g12450.1
None	LOC_Os04g12490.1
None	LOC_Os04g12520.1
None	LOC_Os04g12550.1
None	LOC_Os04g12610.1
None	LOC_Os04g12620.1
None	LOC_Os04g12660.1
None	LOC_Os04g12669.1
None	LOC_Os04g12700.1
None	LOC_Os04g12760.1
None	LOC_Os04g12770.1
None	LOC_Os04g12780.1
None	LOC_Os04g12790.1
None	LOC_Os04g12820.1
None	LOC_Os04g12830.1
None	LOC_Os04g12850.1
None	LOC_Os04g12864.1
None	LOC_Os04g12880.1
None	LOC_Os04g12990.1
None	LOC_Os04g13000.1
None	LOC_Os04g13020.1
None	LOC_Os04g13030.1
None	LOC_Os04g13050.1
None	LOC_Os04g13070.1
None	LOC_Os04g13080.1
None	LOC_Os04g13100.1
None	LOC_Os04g13110.1
None	LOC_Os04g13120.1
None	LOC_Os04g13130.1
None	LOC_Os04g13180.1
None	LOC_Os04g13200.1
None	LOC_Os04g13230.1
None	LOC_Os04g13240.1
None	LOC_Os04g13250.1
None	LOC_Os04g13260.1
None	LOC_Os04g13290.1
None	LOC_Os04g13300.1
None	LOC_Os04g13310.1
None	LOC_Os04g13320.1
None	LOC_Os04g13330.1
None	LOC_Os04g13340.1
None	LOC_Os04g13350.1
None	LOC_Os04g13380.1
None	LOC_Os04g13390.1
None	LOC_Os04g13400.1
None	LOC_Os04g13410.1
None	LOC_Os04g13420.1
None	LOC_Os04g13450.1
None	LOC_Os04g13500.1
None	LOC_Os04g13510.1
None	LOC_Os04g13520.1
None	LOC_Os04g13550.1
None	LOC_Os04g13560.1
None	LOC_Os04g13570.1
None	LOC_Os04g13590.1
None	LOC_Os04g13600.1
None	LOC_Os04g13610.1
None	LOC_Os04g13620.1
None	LOC_Os04g13650.1
None	LOC_Os04g13660.1
None	LOC_Os04g13670.1
None	LOC_Os04g13680.1
None	LOC_Os04g13690.1
None	LOC_Os04g13700.1
None	LOC_Os04g13710.1
None	LOC_Os04g13720.1
None	LOC_Os04g13730.1
None	LOC_Os04g13740.1
None	LOC_Os04g13750.1
None	LOC_Os04g13760.1
None	LOC_Os04g13770.1
None	LOC_Os04g13780.1
None	LOC_Os04g13790.1
None	LOC_Os04g13800.1
None	LOC_Os04g13810.1
None	LOC_Os04g13820.1
None	LOC_Os04g13830.1
None	LOC_Os04g13840.1
None	LOC_Os04g13850.1
None	LOC_Os04g13860.1
None	LOC_Os04g13870.1
None	LOC_Os04g13874.1
None	LOC_Os04g13880.1
None	LOC_Os04g13890.1
None	LOC_Os04g13900.1
None	LOC_Os04g13910.1
None	LOC_Os04g13920.1
None	LOC_Os04g13930.1
None	LOC_Os04g13940.1
None	LOC_Os04g13950.1
None	LOC_Os04g13970.1
None	LOC_Os04g13980.1
None	LOC_Os04g13990.1
None	LOC_Os04g14000.1
None	LOC_Os04g14010.1
None	LOC_Os04g14020.1
None	LOC_Os04g14040.1
None	LOC_Os04g14050.1
None	LOC_Os04g14060.1
None	LOC_Os04g14080.1
None	LOC_Os04g14090.1
None	LOC_Os04g14100.1
None	LOC_Os04g14160.1
None	LOC_Os04g14170.1
None	LOC_Os04g14180.1
None	LOC_Os04g14200.1
None	LOC_Os04g14210.1
None	LOC_Os04g14240.1
None	LOC_Os04g14260.1
None	LOC_Os04g14270.1
None	LOC_Os04g14280.1
None	LOC_Os04g14290.1
None	LOC_Os04g14320.1
None	LOC_Os04g14330.1
None	LOC_Os04g14360.1
None	LOC_Os04g14380.1
None	LOC_Os04g14390.1
None	LOC_Os04g14400.1
None	LOC_Os04g14420.1
None	LOC_Os04g14430.1
None	LOC_Os04g14460.1
None	LOC_Os04g14470.1
None	LOC_Os04g14480.1
None	LOC_Os04g14490.1
None	LOC_Os04g14500.1
None	LOC_Os04g14520.1
None	LOC_Os04g14530.1
None	LOC_Os04g14550.1
None	LOC_Os04g14560.1
None	LOC_Os04g14570.1
None	LOC_Os04g14580.1
None	LOC_Os04g14590.1
None	LOC_Os04g14600.1
None	LOC_Os04g14610.1
None	LOC_Os04g14620.1
None	LOC_Os04g14630.1
None	LOC_Os04g14670.1
None	LOC_Os04g14700.1
None	LOC_Os04g14740.1
None	LOC_Os04g14750.1
None	LOC_Os04g14770.1
None	LOC_Os04g14780.1
None	LOC_Os04g14820.1
None	LOC_Os04g14850.1
None	LOC_Os04g14860.1
None	LOC_Os04g14870.1
None	LOC_Os04g14880.1
None	LOC_Os04g14890.1
None	LOC_Os04g14900.1
None	LOC_Os04g14920.1
None	LOC_Os04g14930.1
None	LOC_Os04g14940.1
None	LOC_Os04g14950.1
None	LOC_Os04g14960.1
None	LOC_Os04g14970.1
None	LOC_Os04g15000.1
None	LOC_Os04g15510.1
None	LOC_Os04g15520.1
None	LOC_Os04g15570.1
None	LOC_Os04g15600.1
None	LOC_Os04g15610.1
None	LOC_Os04g15620.1
None	LOC_Os04g15640.1
None	LOC_Os04g15730.1
None	LOC_Os04g15740.1
None	LOC_Os04g15760.1
None	LOC_Os04g15765.1
None	LOC_Os04g15770.1
None	LOC_Os04g15780.1
None	LOC_Os04g15850.1
None	LOC_Os04g15870.1
None	LOC_Os04g15890.1
None	LOC_Os04g15900.1
None	LOC_Os04g15910.1
None	LOC_Os04g15930.1
None	LOC_Os04g15944.1
None	LOC_Os04g15960.1
None	LOC_Os04g15970.1
None	LOC_Os04g15980.1
None	LOC_Os04g15990.1
None	LOC_Os04g16010.1
None	LOC_Os04g16020.1
None	LOC_Os04g16030.1
None	LOC_Os04g16040.1
None	LOC_Os04g16050.1
None	LOC_Os04g16070.1
None	LOC_Os04g16080.1
None	LOC_Os04g16090.1
None	LOC_Os04g16100.1
None	LOC_Os04g16110.1
None	LOC_Os04g16120.1
None	LOC_Os04g16130.1
None	LOC_Os04g16140.1
None	LOC_Os04g16170.1
None	LOC_Os04g16180.1
None	LOC_Os04g16190.1
None	LOC_Os04g16200.1
None	LOC_Os04g16220.1
None	LOC_Os04g16230.1
None	LOC_Os04g16240.1
None	LOC_Os04g16250.1
None	LOC_Os04g16260.1
None	LOC_Os04g16270.1
None	LOC_Os04g16280.1
None	LOC_Os04g16290.1
None	LOC_Os04g16300.1
None	LOC_Os04g16314.1
None	LOC_Os04g16330.1
None	LOC_Os04g16340.1
None	LOC_Os04g16350.1
None	LOC_Os04g16360.1
None	LOC_Os04g16370.1
None	LOC_Os04g16380.1
None	LOC_Os04g16390.1
None	LOC_Os04g16400.1
None	LOC_Os04g16410.1
None	LOC_Os04g16420.1
None	LOC_Os04g16430.1
None	LOC_Os04g16440.1
None	LOC_Os04g16459.1
None	LOC_Os04g16468.1
None	LOC_Os04g16480.1
None	LOC_Os04g16490.1
None	LOC_Os04g16500.1
None	LOC_Os04g16510.1
None	LOC_Os04g16520.1
None	LOC_Os04g16530.1
None	LOC_Os04g16540.1
None	LOC_Os04g16550.1
None	LOC_Os04g16560.1
None	LOC_Os04g16570.1
None	LOC_Os04g16580.1
None	LOC_Os04g16590.1
None	LOC_Os04g16600.1
None	LOC_Os04g16620.1
None	LOC_Os04g16630.1
None	LOC_Os04g16640.1
None	LOC_Os04g16649.1
None	LOC_Os04g16660.1
None	LOC_Os04g16690.1
None	LOC_Os04g16700.1
None	LOC_Os04g16710.1
None	LOC_Os04g16712.1
None	LOC_Os04g16722.1
None	LOC_Os04g16726.1
None	LOC_Os04g16728.1
None	LOC_Os04g16732.1
None	LOC_Os04g16734.1
None	LOC_Os04g16736.1
None	LOC_Os04g16738.1
None	LOC_Os04g16740.1
None	LOC_Os04g16742.1
None	LOC_Os04g16745.1
None	LOC_Os04g16748.1
None	LOC_Os04g16760.1
None	LOC_Os04g16762.1
None	LOC_Os04g16764.1
None	LOC_Os04g16770.1
None	LOC_Os04g16772.1
None	LOC_Os04g16775.1
None	LOC_Os04g16782.1
None	LOC_Os04g16792.1
None	LOC_Os04g16794.1
None	LOC_Os04g16798.1
None	LOC_Os04g16804.1
None	LOC_Os04g16810.1
None	LOC_Os04g16812.1
None	LOC_Os04g16816.1
None	LOC_Os04g16818.1
None	LOC_Os04g16820.1
None	LOC_Os04g16822.1
None	LOC_Os04g16824.1
None	LOC_Os04g16826.1
None	LOC_Os04g16828.1
None	LOC_Os04g16830.1
None	LOC_Os04g16832.1
None	LOC_Os04g16834.1
None	LOC_Os04g16838.1
None	LOC_Os04g16842.1
None	LOC_Os04g16844.1
None	LOC_Os04g16846.1
None	LOC_Os04g16848.1
None	LOC_Os04g16850.1
None	LOC_Os04g16854.1
None	LOC_Os04g16856.1
None	LOC_Os04g16860.1
None	LOC_Os04g16866.1
None	LOC_Os04g16870.1
None	LOC_Os04g16872.1
None	LOC_Os04g16874.1
None	LOC_Os04g16876.1
None	LOC_Os04g16878.1
None	LOC_Os04g16880.1
None	LOC_Os04g16882.1
None	LOC_Os04g16886.1
None	LOC_Os04g16890.1
None	LOC_Os04g16896.1
None	LOC_Os04g16900.1
None	LOC_Os04g16910.1
None	LOC_Os04g16924.1
None	LOC_Os04g16950.1
None	LOC_Os04g16990.1
None	LOC_Os04g17000.1
None	LOC_Os04g17010.1
None	LOC_Os04g17020.1
None	LOC_Os04g17030.1
None	LOC_Os04g17080.1
None	LOC_Os04g17090.1
None	LOC_Os04g17120.1
None	LOC_Os04g17140.1
None	LOC_Os04g17150.1
None	LOC_Os04g17160.1
None	LOC_Os04g17170.1
None	LOC_Os04g17180.1
None	LOC_Os04g17210.1
None	LOC_Os04g17220.1
None	LOC_Os04g17230.1
None	LOC_Os04g17240.1
None	LOC_Os04g17250.1
None	LOC_Os04g17260.1
None	LOC_Os04g17270.1
None	LOC_Os04g17290.1
None	LOC_Os04g17300.1
None	LOC_Os04g17310.1
None	LOC_Os04g17320.1
None	LOC_Os04g17330.1
None	LOC_Os04g17340.1
None	LOC_Os04g17350.1
None	LOC_Os04g17360.1
None	LOC_Os04g17370.1
None	LOC_Os04g17380.1
None	LOC_Os04g17390.1
None	LOC_Os04g17400.1
None	LOC_Os04g17410.1
None	LOC_Os04g17420.1
None	LOC_Os04g17430.1
None	LOC_Os04g17440.1
None	LOC_Os04g17450.1
None	LOC_Os04g17470.1
None	LOC_Os04g17510.1
None	LOC_Os04g17520.1
None	LOC_Os04g17530.1
None	LOC_Os04g17540.1
None	LOC_Os04g17550.1
None	LOC_Os04g17574.1
None	LOC_Os04g17590.1
None	LOC_Os04g17600.1
None	LOC_Os04g17610.1
None	LOC_Os04g17620.1
None	LOC_Os04g17630.1
None	LOC_Os04g17640.1
None	LOC_Os04g17710.1
None	LOC_Os04g17720.1
None	LOC_Os04g17730.1
None	LOC_Os04g17740.1
None	LOC_Os04g17750.1
None	LOC_Os04g17760.1
None	LOC_Os04g17770.1
None	LOC_Os04g17780.1
None	LOC_Os04g17789.1
None	LOC_Os04g17798.1
None	LOC_Os04g17810.1
None	LOC_Os04g17820.1
None	LOC_Os04g17830.1
None	LOC_Os04g17840.1
None	LOC_Os04g17850.1
None	LOC_Os04g17860.1
None	LOC_Os04g17870.1
None	LOC_Os04g17880.1
None	LOC_Os04g17890.1
None	LOC_Os04g17900.1
None	LOC_Os04g17910.1
None	LOC_Os04g17920.1
None	LOC_Os04g17930.1
None	LOC_Os04g17940.1
None	LOC_Os04g17950.1
None	LOC_Os04g17970.1
None	LOC_Os04g17980.1
None	LOC_Os04g18020.1
None	LOC_Os04g18040.1
None	LOC_Os04g18050.1
None	LOC_Os04g18060.1
None	LOC_Os04g18080.1
None	LOC_Os04g18100.1
None	LOC_Os04g18110.1
None	LOC_Os04g18130.1
None	LOC_Os04g18140.1
None	LOC_Os04g18150.1
None	LOC_Os04g18160.1
None	LOC_Os04g18170.1
None	LOC_Os04g18180.1
None	LOC_Os04g18190.1
None	LOC_Os04g18230.1
None	LOC_Os04g18244.1
None	LOC_Os04g18260.1
None	LOC_Os04g18280.1
None	LOC_Os04g18290.1
None	LOC_Os04g18300.1
None	LOC_Os04g18310.1
None	LOC_Os04g18320.1
None	LOC_Os04g18330.1
None	LOC_Os04g18340.1
None	LOC_Os04g18350.1
None	LOC_Os04g18360.1
None	LOC_Os04g18390.1
None	LOC_Os04g18400.1
None	LOC_Os04g18410.1
None	LOC_Os04g18420.1
None	LOC_Os04g18430.1
None	LOC_Os04g18440.1
None	LOC_Os04g18450.1
None	LOC_Os04g18460.1
None	LOC_Os04g18470.1
None	LOC_Os04g18480.1
None	LOC_Os04g18490.1
None	LOC_Os04g18500.1
None	LOC_Os04g18510.1
None	LOC_Os04g18520.1
None	LOC_Os04g18530.1
None	LOC_Os04g18540.1
None	LOC_Os04g18559.1
None	LOC_Os04g18570.1
None	LOC_Os04g18580.1
None	LOC_Os04g18590.1
None	LOC_Os04g18600.1
None	LOC_Os04g18610.1
None	LOC_Os04g18620.1
None	LOC_Os04g18630.1
None	LOC_Os04g18640.1
None	LOC_Os04g18660.1
None	LOC_Os04g18670.1
None	LOC_Os04g18680.1
None	LOC_Os04g18690.1
None	LOC_Os04g18700.1
None	LOC_Os04g18720.1
None	LOC_Os04g18730.1
None	LOC_Os04g18740.1
None	LOC_Os04g18750.1
None	LOC_Os04g18760.1
None	LOC_Os04g18770.1
None	LOC_Os04g18800.1
None	LOC_Os04g18820.1
None	LOC_Os04g18840.1
None	LOC_Os04g18850.1
None	LOC_Os04g18860.1
None	LOC_Os04g18870.1
None	LOC_Os04g18884.1
None	LOC_Os04g18900.1
None	LOC_Os04g18910.1
None	LOC_Os04g18920.1
None	LOC_Os04g18930.1
None	LOC_Os04g18940.1
None	LOC_Os04g18950.1
None	LOC_Os04g18960.1
None	LOC_Os04g18970.1
None	LOC_Os04g18980.1
None	LOC_Os04g18990.1
None	LOC_Os04g19000.1
None	LOC_Os04g19010.1
None	LOC_Os04g19020.1
None	LOC_Os04g19030.1
None	LOC_Os04g19040.1
None	LOC_Os04g19050.1
None	LOC_Os04g19060.1
None	LOC_Os04g19070.1
None	LOC_Os04g19080.1
None	LOC_Os04g19090.1
None	LOC_Os04g19100.1
None	LOC_Os04g19114.1
None	LOC_Os04g19130.1
None	LOC_Os04g19150.1
None	LOC_Os04g19160.1
None	LOC_Os04g19170.1
None	LOC_Os04g19180.1
None	LOC_Os04g19190.1
None	LOC_Os04g19200.1
None	LOC_Os04g19210.1
None	LOC_Os04g19220.1
None	LOC_Os04g19230.1
None	LOC_Os04g19240.1
None	LOC_Os04g19250.1
None	LOC_Os04g19260.1
None	LOC_Os04g19270.1
None	LOC_Os04g19280.1
None	LOC_Os04g19290.1
None	LOC_Os04g19300.1
None	LOC_Os04g19310.1
None	LOC_Os04g19320.1
None	LOC_Os04g19330.1
None	LOC_Os04g19340.1
None	LOC_Os04g19350.1
None	LOC_Os04g19360.1
None	LOC_Os04g19370.1
None	LOC_Os04g19380.1
None	LOC_Os04g19390.1
None	LOC_Os04g19400.1
None	LOC_Os04g19410.1
None	LOC_Os04g19420.1
None	LOC_Os04g19430.1
None	LOC_Os04g19440.1
None	LOC_Os04g19460.1
None	LOC_Os04g19470.1
None	LOC_Os04g19480.1
None	LOC_Os04g19490.1
None	LOC_Os04g19500.1
None	LOC_Os04g19510.1
None	LOC_Os04g19520.1
None	LOC_Os04g19530.1
None	LOC_Os04g19540.1
None	LOC_Os04g19550.1
None	LOC_Os04g19560.1
None	LOC_Os04g19570.1
None	LOC_Os04g19580.1
None	LOC_Os04g19590.1
None	LOC_Os04g19600.1
None	LOC_Os04g19610.1
None	LOC_Os04g19620.1
None	LOC_Os04g19630.1
None	LOC_Os04g19650.1
None	LOC_Os04g19660.1
None	LOC_Os04g19670.1
None	LOC_Os04g19710.1
None	LOC_Os04g19720.1
None	LOC_Os04g19730.1
None	LOC_Os04g19750.1
None	LOC_Os04g19760.1
None	LOC_Os04g19770.1
None	LOC_Os04g19780.1
None	LOC_Os04g19820.1
None	LOC_Os04g19830.1
None	LOC_Os04g19840.1
None	LOC_Os04g19850.1
None	LOC_Os04g19890.1
None	LOC_Os04g19900.1
None	LOC_Os04g19910.1
None	LOC_Os04g19930.1
None	LOC_Os04g19940.1
None	LOC_Os04g19950.1
None	LOC_Os04g19970.1
None	LOC_Os04g19980.1
None	LOC_Os04g19990.1
None	LOC_Os04g20000.1
None	LOC_Os04g20010.1
None	LOC_Os04g20030.1
None	LOC_Os04g20040.1
None	LOC_Os04g20054.1
None	LOC_Os04g20080.1
None	LOC_Os04g20090.1
None	LOC_Os04g20100.1
None	LOC_Os04g20110.1
None	LOC_Os04g20120.1
None	LOC_Os04g20130.1
None	LOC_Os04g20140.1
None	LOC_Os04g20150.1
None	LOC_Os04g20240.1
None	LOC_Os04g20290.1
None	LOC_Os04g20300.1
None	LOC_Os04g20310.1
None	LOC_Os04g20320.1
None	LOC_Os04g20340.1
None	LOC_Os04g20350.1
None	LOC_Os04g20370.1
None	LOC_Os04g20380.1
None	LOC_Os04g20390.1
None	LOC_Os04g20410.1
None	LOC_Os04g20430.1
None	LOC_Os04g20440.1
None	LOC_Os04g20450.1
None	LOC_Os04g20460.1
None	LOC_Os04g20490.1
None	LOC_Os04g20500.1
None	LOC_Os04g20520.1
None	LOC_Os04g20550.1
None	LOC_Os04g20570.1
None	LOC_Os04g20600.1
None	LOC_Os04g20610.1
None	LOC_Os04g20620.1
None	LOC_Os04g20630.1
None	LOC_Os04g20640.1
None	LOC_Os04g20650.1
None	LOC_Os04g20670.1
None	LOC_Os04g20690.1
None	LOC_Os04g20710.1
None	LOC_Os04g20720.1
None	LOC_Os04g20740.1
None	LOC_Os04g20790.1
None	LOC_Os04g20840.1
None	LOC_Os04g20850.1
None	LOC_Os04g20860.1
None	LOC_Os04g20870.1
None	LOC_Os04g20890.1
None	LOC_Os04g20900.1
None	LOC_Os04g20910.1
None	LOC_Os04g20950.1
None	LOC_Os04g21010.1
None	LOC_Os04g21020.1
None	LOC_Os04g21040.1
None	LOC_Os04g21050.1
None	LOC_Os04g21060.1
None	LOC_Os04g21070.1
None	LOC_Os04g21080.1
None	LOC_Os04g21090.1
None	LOC_Os04g21140.1
None	LOC_Os04g21150.1
None	LOC_Os04g21170.1
None	LOC_Os04g21180.1
None	LOC_Os04g21190.1
None	LOC_Os04g21200.1
None	LOC_Os04g21210.1
None	LOC_Os04g21220.1
None	LOC_Os04g21230.1
None	LOC_Os04g21240.1
None	LOC_Os04g21250.1
None	LOC_Os04g21260.1
None	LOC_Os04g21270.1
None	LOC_Os04g21290.1
None	LOC_Os04g21300.1
None	LOC_Os04g21310.1
None	LOC_Os04g21330.1
None	LOC_Os04g21360.1
None	LOC_Os04g21370.1
None	LOC_Os04g21380.1
None	LOC_Os04g21390.1
None	LOC_Os04g21400.1
None	LOC_Os04g21410.1
None	LOC_Os04g21420.1
None	LOC_Os04g21430.1
None	LOC_Os04g21450.1
None	LOC_Os04g21470.1
None	LOC_Os04g21480.1
None	LOC_Os04g21490.1
None	LOC_Os04g21500.1
None	LOC_Os04g21510.1
None	LOC_Os04g21520.1
None	LOC_Os04g21530.1
None	LOC_Os04g21560.1
None	LOC_Os04g21580.1
None	LOC_Os04g21620.1
None	LOC_Os04g21640.1
None	LOC_Os04g21670.1
None	LOC_Os04g21680.1
None	LOC_Os04g21690.1
None	LOC_Os04g21700.1
None	LOC_Os04g21740.1
None	LOC_Os04g21750.1
None	LOC_Os04g21760.1
None	LOC_Os04g21770.1
None	LOC_Os04g21780.1
None	LOC_Os04g21790.1
None	LOC_Os04g21800.1
None	LOC_Os04g21810.1
None	LOC_Os04g21830.1
None	LOC_Os04g21840.1
None	LOC_Os04g21850.1
None	LOC_Os04g21870.1
None	LOC_Os04g21890.1
None	LOC_Os04g21900.1
None	LOC_Os04g21910.1
None	LOC_Os04g21920.1
None	LOC_Os04g21930.1
None	LOC_Os04g21960.1
None	LOC_Os04g21970.1
None	LOC_Os04g21980.1
None	LOC_Os04g21990.1
None	LOC_Os04g22000.1
None	LOC_Os04g22010.1
None	LOC_Os04g22020.1
None	LOC_Os04g22030.1
None	LOC_Os04g22040.1
None	LOC_Os04g22050.1
None	LOC_Os04g22060.1
None	LOC_Os04g22070.1
None	LOC_Os04g22090.1
None	LOC_Os04g22100.1
None	LOC_Os04g22110.1
None	LOC_Os04g22130.1
None	LOC_Os04g22150.1
