NIP.MSU	NIP.RAPdb	MH63	ZS97
None	Os09g0425450	None	None
None	Os12g0636300	None	None
None	Os09g0426050	None	None
None	Os06g0505900	None	None
None	Os09g0427551	None	None
None	Os12g0638250	None	None
None	Os06g0508301	None	None
None	Os09g0428700	None	None
None	Os06g0508800	None	None
None	Os12g0639150	None	None
None	Os09g0431001	None	None
None	Os09g0431050	None	None
None	Os06g0516301	None	None
None	Os12g0640950	None	None
None	Os06g0518300	None	None
None	Os09g0432700	None	None
None	Os06g0520300	None	None
None	Os06g0520866	None	None
None	Os09g0436450	None	None
None	Os09g0436850	None	None
None	Os06g0525400	None	None
None	Os09g0438050	None	None
None	Os06g0527201	None	None
None	Os06g0527500	None	None
None	Os06g0528350	None	None
None	Os09g0439650	None	None
None	Os09g0439850	None	None
None	Os06g0531500	None	None
None	Os06g0531751	None	None
None	Os06g0532101	None	None
None	Os09g0442000	None	None
None	Os09g0442850	None	None
None	Os09g0443050	None	None
None	Os06g0535333	None	None
None	Os06g0538100	None	None
None	Os09g0446000	None	None
None	Os09g0447201	None	None
None	Os06g0539801	None	None
None	Os09g0447700	None	None
None	Os09g0447950	None	None
None	Os06g0542150	None	None
None	Os06g0542350	None	None
None	Os06g0543500	None	None
None	Os07g0488700	None	None
None	Os06g0545601	None	None
None	Os06g0545825	None	None
None	Os06g0545850	None	None
None	Os09g0451133	None	None
None	Os09g0451266	None	None
None	Os06g0548150	None	None
None	Os06g0549050	None	None
None	Os06g0549337	None	None
None	Os10g0530750	None	None
None	Os09g0455050	None	None
None	Os09g0455150	None	None
None	Os09g0455250	None	None
None	Os09g0456850	None	None
None	Os10g0534600	None	None
None	Os09g0457700	None	None
None	Os09g0457950	None	None
None	Os06g0555700	None	None
None	Os06g0556150	None	None
None	Os06g0556451	None	None
None	Os06g0557200	None	None
None	Os06g0558832	None	None
None	Os09g0462150	None	None
None	Os09g0462301	None	None
None	Os06g0559900	None	None
None	Os09g0462850	None	None
None	Os06g0561050	None	None
None	Os06g0561501	None	None
None	Os06g0562066	None	None
None	Os09g0464033	None	None
None	Os09g0464066	None	None
None	Os09g0464350	None	None
None	Os06g0564300	None	None
None	Os09g0466201	None	None
None	Os06g0565250	None	None
None	Os06g0566201	None	None
None	Os06g0566850	None	None
None	Os06g0567783	None	None
None	Os09g0469600	None	None
None	Os06g0568101	None	None
None	Os06g0570250	None	None
None	Os06g0570566	None	None
None	Os06g0570600	None	None
None	Os09g0472000	None	None
None	Os09g0472501	None	None
None	Os06g0572350	None	None
None	Os09g0472801	None	None
None	Os06g0573132	None	None
None	Os09g0473600	None	None
None	Os06g0574266	None	None
None	Os09g0474075	None	None
None	Os06g0574601	None	None
None	Os06g0575600	None	None
None	Os09g0476700	None	None
None	Os06g0579600	None	None
None	Os09g0479133	None	None
None	Os06g0583501	None	None
None	Os06g0584400	None	None
None	Os09g0480466	None	None
None	Os06g0587500	None	None
None	Os06g0588450	None	None
None	Os09g0482300	None	None
None	Os06g0589950	None	None
None	Os07g0524300	None	None
None	Os09g0482821	None	None
None	Os06g0591050	None	None
None	Os06g0591551	None	None
None	Os09g0483350	None	None
None	Os06g0592950	None	None
None	Os07g0527750	None	None
None	Os09g0485950	None	None
None	Os09g0486250	None	None
None	Os09g0486375	None	None
None	Os09g0486900	None	None
None	Os09g0487150	None	None
None	Os07g0532300	None	None
None	Os06g0597301	None	None
None	Os09g0490750	None	None
None	Os09g0491376	None	None
None	Os06g0599050	None	None
None	Os07g0533900	None	None
None	Os09g0491724	None	None
None	Os06g0600800	None	None
None	Os06g0603800	None	None
None	Os06g0605950	None	None
None	Os09g0496250	None	None
None	Os06g0609001	None	None
None	Os08g0411250	None	None
None	Os06g0610550	None	None
None	Os09g0502566	None	None
None	Os09g0503250	None	None
None	Os06g0611550	None	None
None	Os06g0611725	None	None
None	Os09g0505850	None	None
None	Os06g0613200	None	None
None	Os06g0613300	None	None
None	Os06g0614550	None	None
None	Os06g0615000	None	None
None	Os06g0618050	None	None
None	Os09g0508401	None	None
None	Os06g0618650	None	None
None	Os06g0619066	None	None
None	Os06g0619132	None	None
None	Os11g0103050	None	None
None	Os09g0509900	None	None
None	Os06g0620550	None	None
None	Os06g0621950	None	None
None	Os12g0115801	None	None
None	Os06g0624200	None	None
None	Os06g0624750	None	None
None	Os06g0624850	None	None
None	Os11g0107425	None	None
None	Os09g0514550	None	None
None	Os09g0516750	None	None
None	Os09g0517825	None	None
None	Os09g0518332	None	None
None	Os09g0519000	None	None
None	Os09g0519601	None	None
None	Os09g0520525	None	None
None	Os06g0634800	None	None
None	Os09g0521350	None	None
None	Os06g0636201	None	None
None	Os11g0115301	None	None
None	Os06g0637800	None	None
None	Os06g0637901	None	None
None	Os09g0524001	None	None
None	Os06g0638400	None	None
None	Os06g0639150	None	None
None	Os06g0639250	None	None
None	Os09g0526401	None	None
None	Os06g0640201	None	None
None	Os06g0640400	None	None
None	Os06g0640599	None	None
None	Os09g0527233	None	None
None	Os09g0527650	None	None
None	Os09g0528500	None	None
None	Os09g0528750	None	None
None	Os09g0529201	None	None
None	Os06g0643750	None	None
None	Os06g0644350	None	None
None	Os09g0531850	None	None
None	Os06g0645650	None	None
None	Os06g0647150	None	None
None	Os09g0534375	None	None
None	Os06g0647500	None	None
None	Os06g0648600	None	None
None	Os06g0649550	None	None
None	Os09g0536183	None	None
None	Os09g0536800	None	None
None	Os06g0652250	None	None
None	Os09g0538901	None	None
None	Os09g0540350	None	None
None	Os09g0541150	None	None
None	Os06g0658350	None	None
None	Os11g0137150	None	None
None	Os09g0545051	None	None
None	Os06g0660866	None	None
None	Os06g0661733	None	None
None	Os09g0545801	None	None
None	Os09g0545901	None	None
None	Os09g0545999	None	None
None	Os06g0662150	None	None
None	Os09g0548000	None	None
None	Os06g0663450	None	None
None	Os09g0548083	None	None
None	Os06g0664000	None	None
None	Os09g0548767	None	None
None	Os11g0144800	None	None
None	Os09g0549750	None	None
None	Os06g0666266	None	None
None	Os09g0550400	None	None
None	Os07g0593500	None	None
None	Os06g0666650	None	None
None	Os09g0550775	None	None
None	Os09g0551100	None	None
None	Os11g0147901	None	None
None	Os06g0668250	None	None
None	Os09g0553750	None	None
None	Os09g0554101	None	None
None	Os09g0554500	None	None
None	Os09g0554650	None	None
None	Os06g0671375	None	None
None	Os06g0671450	None	None
None	Os09g0555550	None	None
None	Os06g0673500	None	None
None	Os09g0555950	None	None
None	Os06g0676300	None	None
None	Os09g0558250	None	None
None	Os09g0558450	None	None
None	Os06g0678875	None	None
None	Os06g0679750	None	None
None	Os09g0561200	None	None
None	Os09g0561466	None	None
None	Os06g0681750	None	None
None	Os06g0682633	None	None
None	Os06g0682666	None	None
None	Os09g0562950	None	None
None	Os06g0682850	None	None
None	Os09g0563275	None	None
None	Os06g0683925	None	None
None	Os06g0684400	None	None
None	Os06g0685250	None	None
None	Os06g0685400	None	None
None	Os06g0686900	None	None
None	Os09g0565750	None	None
None	Os07g0614250	None	None
None	Os09g0566300	None	None
None	Os09g0567201	None	None
None	Os07g0616100	None	None
None	Os09g0567600	None	None
None	Os09g0569151	None	None
None	Os09g0569780	None	None
None	Os11g0171350	None	None
None	Os06g0692900	None	None
None	Os09g0570951	None	None
None	Os06g0695001	None	None
None	Os06g0695250	None	None
None	Os09g0572550	None	None
None	Os09g0572950	None	None
None	Os11g0177301	None	None
None	Os10g0101300	None	None
None	Os10g0101900	None	None
None	Os10g0102301	None	None
None	Os06g0698686	None	None
None	Os06g0698698	None	None
None	Os06g0698711	None	None
None	Os10g0103400	None	None
None	Os06g0699050	None	None
None	Os07g0628301	None	None
None	Os10g0105750	None	None
None	Os10g0106000	None	None
None	Os06g0700800	None	None
None	Os10g0106550	None	None
None	Os06g0701800	None	None
None	Os10g0107733	None	None
None	Os10g0109066	None	None
None	Os10g0110075	None	None
None	Os06g0703550	None	None
None	Os10g0110425	None	None
None	Os10g0110950	None	None
None	Os10g0111325	None	None
None	Os10g0111350	None	None
None	Os10g0111550	None	None
None	Os10g0111850	None	None
None	Os06g0705350	None	None
None	Os10g0113375	None	None
None	Os06g0705651	None	None
None	Os10g0114101	None	None
None	Os10g0114850	None	None
None	Os10g0116550	None	None
None	Os10g0116650	None	None
None	Os06g0708075	None	None
None	Os10g0117533	None	None
None	Os06g0709701	None	None
None	Os06g0710401	None	None
None	Os06g0710850	None	None
None	Os10g0122200	None	None
None	Os10g0122701	None	None
None	Os10g0123200	None	None
None	Os10g0123350	None	None
None	Os10g0124150	None	None
None	Os10g0124451	None	None
None	Os10g0124900	None	None
None	Os06g0713600	None	None
None	Os06g0714366	None	None
None	Os10g0126400	None	None
None	Os06g0714951	None	None
None	Os06g0715350	None	None
None	Os10g0128700	None	None
None	Os06g0716050	None	None
None	Os10g0129466	None	None
None	Os06g0716401	None	None
None	Os10g0130066	None	None
None	Os10g0131850	None	None
None	Os10g0132800	None	None
None	Os10g0132901	None	None
None	Os10g0133133	None	None
None	Os10g0134250	None	None
None	Os11g0209900	None	None
None	Os06g0722600	None	None
None	Os10g0135700	None	None
None	Os10g0136450	None	None
None	Os10g0136625	None	None
None	Os10g0136950	None	None
None	Os10g0137100	None	None
None	Os06g0725350	None	None
None	Os10g0137700	None	None
None	Os06g0725550	None	None
None	Os10g0138700	None	None
None	Os07g0658550	None	None
None	Os10g0141450	None	None
None	Os06g0727950	None	None
None	Os06g0728300	None	None
None	Os07g0660100	None	None
None	Os10g0143500	None	None
None	Os10g0143932	None	None
None	Os06g0729650	None	None
None	Os06g0729850	None	None
None	Os07g0662550	None	None
None	Os10g0147566	None	None
None	Os10g0149900	None	None
None	Os10g0151366	None	None
None	Os07g0102150	None	None
None	Os10g0152400	None	None
None	Os10g0154101	None	None
None	Os10g0154200	None	None
None	Os07g0105300	None	None
None	Os10g0156300	None	None
None	Os07g0107583	None	None
None	Os10g0157750	None	None
None	Os10g0158166	None	None
None	Os10g0158550	None	None
None	Os11g0234300	None	None
None	Os10g0160500	None	None
None	Os07g0111201	None	None
None	Os10g0160900	None	None
None	Os10g0161100	None	None
None	Os10g0161550	None	None
None	Os11g0236932	None	None
None	Os07g0112351	None	None
None	Os10g0162830	None	None
None	Os10g0162838	None	None
None	Os10g0162860	None	None
None	Os10g0162890	None	None
None	Os10g0166300	None	None
None	Os07g0117900	None	None
None	Os10g0166900	None	None
None	Os07g0119475	None	None
None	Os10g0168550	None	None
None	Os07g0120051	None	None
None	Os11g0248000	None	None
None	Os07g0121301	None	None
None	Os07g0121401	None	None
None	Os07g0121775	None	None
None	Os07g0122150	None	None
None	Os10g0174751	None	None
None	Os10g0175066	None	None
None	Os10g0175700	None	None
None	Os07g0123533	None	None
None	Os07g0123601	None	None
None	Os10g0177101	None	None
None	Os07g0124400	None	None
None	Os07g0125000	None	None
None	Os07g0125400	None	None
None	Os10g0179601	None	None
None	Os10g0181333	None	None
None	Os10g0181466	None	None
None	Os10g0181800	None	None
None	Os07g0129100	None	None
None	Os10g0182750	None	None
None	Os10g0183500	None	None
None	Os07g0130450	None	None
None	Os10g0184225	None	None
None	Os07g0131001	None	None
None	Os07g0692950	None	None
None	Os07g0131725	None	None
None	Os07g0131850	None	None
None	Os10g0186600	None	None
None	Os11g0265450	None	None
None	Os10g0188133	None	None
None	Os10g0188275	None	None
None	Os10g0190600	None	None
None	Os07g0136775	None	None
None	Os10g0191201	None	None
None	Os10g0192301	None	None
None	Os10g0192700	None	None
None	Os07g0137300	None	None
None	Os10g0193800	None	None
None	Os07g0138450	None	None
None	Os10g0197200	None	None
None	Os07g0140766	None	None
None	Os10g0198300	None	None
None	Os10g0198483	None	None
None	Os07g0141450	None	None
None	Os10g0199202	None	None
None	Os07g0142100	None	None
None	Os10g0202050	None	None
None	Os10g0202900	None	None
None	Os08g0108001	None	None
None	Os10g0205400	None	None
None	Os11g0291201	None	None
None	Os10g0207101	None	None
None	Os11g0292200	None	None
None	Os10g0208750	None	None
None	Os10g0209100	None	None
None	Os07g0149033	None	None
None	Os10g0214501	None	None
None	Os10g0315900	None	None
None	Os10g0317950	None	None
None	Os10g0318900	None	None
None	Os10g0319033	None	None
None	Os07g0151650	None	None
None	Os10g0319301	None	None
None	Os10g0319801	None	None
None	Os10g0320001	None	None
None	Os10g0320201	None	None
None	Os07g0152101	None	None
None	Os10g0321866	None	None
None	Os10g0322166	None	None
None	Os10g0322600	None	None
None	Os07g0153451	None	None
None	Os10g0324301	None	None
None	Os07g0153700	None	None
None	Os10g0325750	None	None
None	Os08g0116632	None	None
None	Os07g0155001	None	None
None	Os07g0156821	None	None
None	Os07g0156910	None	None
None	Os10g0327325	None	None
None	Os10g0327351	None	None
None	Os10g0328600	None	None
None	Os10g0329400	None	None
None	Os11g0311550	None	None
None	Os10g0330675	None	None
None	Os10g0330825	None	None
None	Os07g0160800	None	None
None	Os11g0332168	None	None
None	Os10g0333401	None	None
None	Os10g0335050	None	None
None	Os10g0336600	None	None
None	Os10g0336700	None	None
None	Os07g0163132	None	None
None	Os11g0417350	None	None
None	Os10g0338401	None	None
None	Os10g0338750	None	None
None	Os07g0166300	None	None
None	Os07g0166900	None	None
None	Os07g0167450	None	None
None	Os07g0167700	None	None
None	Os10g0343951	None	None
None	Os07g0168900	None	None
None	Os10g0344550	None	None
None	Os11g0432301	None	None
None	Os07g0170016	None	None
None	Os10g0346866	None	None
None	Os10g0348201	None	None
None	Os10g0349350	None	None
None	Os07g0173850	None	None
None	Os07g0174550	None	None
None	Os10g0352500	None	None
None	Os08g0132700	None	None
None	Os10g0357700	None	None
None	Os10g0357850	None	None
None	Os07g0175801	None	None
None	Os10g0358100	None	None
None	Os11g0444400	None	None
None	Os08g0136001	None	None
None	Os10g0360600	None	None
None	Os10g0361375	None	None
None	Os10g0364600	None	None
None	Os10g0364800	None	None
None	Os07g0182501	None	None
None	Os07g0182601	None	None
None	Os07g0184032	None	None
None	Os10g0368300	None	None
None	Os10g0368650	None	None
None	Os07g0185100	None	None
None	Os07g0185366	None	None
None	Os11g0459600	None	None
None	Os07g0185900	None	None
None	Os10g0371200	None	None
None	Os08g0145501	None	None
None	Os10g0372100	None	None
None	Os11g0462850	None	None
None	Os08g0147300	None	None
None	Os07g0188050	None	None
None	Os10g0373250	None	None
None	Os10g0374300	None	None
None	Os10g0375200	None	None
None	Os10g0375950	None	None
None	Os11g0470550	None	None
None	Os10g0376501	None	None
None	Os07g0190600	None	None
None	Os07g0190650	None	None
None	Os07g0190700	None	None
None	Os07g0191650	None	None
None	Os07g0191801	None	None
None	Os07g0191900	None	None
None	Os07g0192050	None	None
None	Os10g0379854	None	None
None	Os07g0193900	None	None
None	Os11g0478901	None	None
None	Os10g0387050	None	None
None	Os07g0194550	None	None
None	Os10g0389402	None	None
None	Os10g0389900	None	None
None	Os10g0391500	None	None
None	Os08g0161100	None	None
None	Os07g0201402	None	None
None	Os10g0395601	None	None
None	Os10g0395800	None	None
None	Os07g0204250	None	None
None	Os10g0397466	None	None
None	Os10g0398000	None	None
None	Os07g0205350	None	None
None	Os07g0205800	None	None
None	Os10g0399901	None	None
None	Os07g0206650	None	None
None	Os10g0400850	None	None
None	Os07g0207200	None	None
None	Os07g0207301	None	None
None	Os10g0402300	None	None
None	Os10g0402600	None	None
None	Os10g0403200	None	None
None	Os07g0210550	None	None
None	Os10g0406350	None	None
None	Os10g0408020	None	None
None	Os10g0409366	None	None
None	Os10g0409383	None	None
None	Os07g0214700	None	None
None	Os10g0410100	None	None
None	Os10g0410350	None	None
None	Os10g0410650	None	None
None	Os10g0411200	None	None
None	Os10g0411301	None	None
None	Os07g0218600	None	None
None	Os07g0220000	None	None
None	Os07g0223733	None	None
None	Os07g0224550	None	None
None	Os07g0226000	None	None
None	Os07g0226601	None	None
None	Os07g0227625	None	None
None	Os10g0420332	None	None
None	Os07g0231216	None	None
None	Os10g0422050	None	None
None	Os10g0422583	None	None
None	Os07g0232950	None	None
None	Os07g0235400	None	None
None	Os07g0235650	None	None
None	Os10g0426450	None	None
None	Os07g0237133	None	None
None	Os10g0426700	None	None
None	Os07g0239734	None	None
None	Os10g0430750	None	None
None	Os10g0431100	None	None
None	Os10g0432001	None	None
None	Os10g0432525	None	None
None	Os10g0433775	None	None
None	Os10g0433850	None	None
None	Os10g0434500	None	None
None	Os10g0434801	None	None
None	Os10g0434900	None	None
None	Os10g0436825	None	None
None	Os07g0247201	None	None
None	Os07g0248150	None	None
None	Os07g0248350	None	None
None	Os10g0437750	None	None
None	Os10g0438301	None	None
None	Os08g0201800	None	None
None	Os10g0438950	None	None
None	Os10g0439025	None	None
None	Os10g0439166	None	None
None	Os10g0439266	None	None
None	Os10g0439682	None	None
None	Os07g0251500	None	None
None	Os10g0440050	None	None
None	Os07g0252300	None	None
None	Os09g0361333	None	None
None	Os07g0253150	None	None
None	Os10g0442532	None	None
None	Os07g0255300	None	None
None	Os07g0255450	None	None
None	Os07g0256866	None	None
None	Os07g0257400	None	None
None	Os10g0447400	None	None
None	Os08g0214600	None	None
None	Os07g0264050	None	None
